price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
13300000,7420.0,4.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,5619398.75,5255732.631578947
12250000,8960.0,4.0,4.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,3,4325595.574572127,5255732.631578947
12250000,9960.0,3.0,2.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,5619398.75,4792180.995475113
10850000,7500.0,3.0,3.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,2,5619398.75,4792180.995475113
10150000,8580.0,4.0,3.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,5619398.75,4792180.995475113
8680000,7155.0,3.0,2.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,2,4325595.574572127,3916640.0
8645000,8050.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
8645000,4560.0,3.0,2.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
8575000,8800.0,3.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,5255732.631578947
8540000,6540.0,4.0,2.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,2,5619398.75,5255732.631578947
8463000,6000.0,3.0,2.0,4,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,4792180.995475113
8400000,8875.0,3.0,1.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,4325595.574572127,4792180.995475113
8400000,7950.0,5.0,2.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,5060363.636363637,4107445.5040871934,2,4325595.574572127,3916640.0
8400000,5500.0,4.0,2.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,1,5619398.75,4792180.995475113
8400000,7475.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,3916640.0
8400000,7000.0,3.0,1.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,4792180.995475113
8295000,4880.0,4.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,1,5619398.75,5255732.631578947
8190000,5960.0,3.0,3.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,1,4325595.574572127,3916640.0
8120000,6840.0,5.0,1.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
8080940,7000.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,5255732.631578947
8043000,7482.0,3.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,5060363.636363637,4107445.5040871934,1,5619398.75,5255732.631578947
7980000,9000.0,4.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,5255732.631578947
7962500,6000.0,3.0,1.0,4,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,3916640.0
7910000,6000.0,4.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,4792180.995475113
7875000,6550.0,3.0,1.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,5255732.631578947
7840000,6360.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,5619398.75,5255732.631578947
7700000,6480.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,3916640.0
7700000,6000.0,4.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,2,4325595.574572127,4792180.995475113
7560000,6000.0,4.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
7560000,6000.0,3.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,4792180.995475113
7525000,6000.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
7490000,6600.0,3.0,1.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,3,5619398.75,5255732.631578947
7455000,4300.0,3.0,2.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,1,4325595.574572127,3916640.0
7420000,7440.0,3.0,2.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,4792180.995475113
7420000,7440.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,5619398.75,3916640.0
7420000,6325.0,3.0,1.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,3916640.0
7350000,6000.0,4.0,2.0,4,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
7350000,5150.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,4792180.995475113
7350000,6000.0,3.0,2.0,2,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,4792180.995475113
7350000,6000.0,3.0,1.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,3916640.0
7343000,11440.0,4.0,1.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,1,5619398.75,4792180.995475113
7245000,9000.0,4.0,2.0,4,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,1,5619398.75,5255732.631578947
7210000,7680.0,4.0,2.0,4,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,4792180.995475113
7210000,6000.0,3.0,2.0,4,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
7140000,6000.0,3.0,2.0,2,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,4107445.5040871934,1,4325595.574572127,4792180.995475113
7070000,8880.0,2.0,1.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,4792180.995475113
7070000,6240.0,4.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
7035000,6360.0,4.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,5619398.75,5255732.631578947
7000000,11175.0,3.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,1,5619398.75,5255732.631578947
6930000,8880.0,3.0,2.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
6930000,13200.0,2.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,5060363.636363637,4107445.5040871934,1,4325595.574572127,5255732.631578947
6895000,7700.0,3.0,2.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,2,4325595.574572127,3916640.0
6860000,6000.0,3.0,1.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
6790000,12090.0,4.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,2,5619398.75,5255732.631578947
6790000,4000.0,3.0,2.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,4792180.995475113
6755000,6000.0,4.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,3916640.0
6720000,5020.0,3.0,1.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,5619398.75,3916640.0
6685000,6600.0,2.0,2.0,4,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,5619398.75,5255732.631578947
6650000,4040.0,3.0,1.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,5060363.636363637,4107445.5040871934,1,4325595.574572127,5255732.631578947
6650000,4260.0,4.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,5060363.636363637,4107445.5040871934,0,4325595.574572127,4792180.995475113
6650000,6420.0,3.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,5619398.75,5255732.631578947
6650000,6500.0,3.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,5619398.75,5255732.631578947
6650000,5700.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,2,5619398.75,5255732.631578947
6650000,6000.0,3.0,2.0,3,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,5255732.631578947
6629000,6000.0,3.0,1.0,2,4826948.650442478,4429991.872146118,4399083.641618497,5060363.636363637,4107445.5040871934,1,5619398.75,4792180.995475113
6615000,4000.0,3.0,2.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,1,4325595.574572127,4792180.995475113
6615000,10500.0,3.0,2.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,1,5619398.75,5255732.631578947
6580000,6000.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,4792180.995475113
6510000,3760.0,3.0,1.0,2,4826948.650442478,4429991.872146118,4399083.641618497,5060363.636363637,4107445.5040871934,2,4325595.574572127,4792180.995475113
6510000,8250.0,3.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,5255732.631578947
6510000,6670.0,3.0,1.0,3,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,5619398.75,3916640.0
6475000,3960.0,3.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,4325595.574572127,4792180.995475113
6475000,7410.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,2,5619398.75,3916640.0
6440000,8580.0,5.0,3.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,2,4325595.574572127,5255732.631578947
6440000,5000.0,3.0,1.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,4792180.995475113
6419000,6750.0,2.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,5619398.75,5255732.631578947
6405000,4800.0,3.0,2.0,4,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,5255732.631578947
6300000,7200.0,3.0,2.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,3,4325595.574572127,4792180.995475113
6300000,6000.0,4.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,4325595.574572127,4792180.995475113
6300000,4100.0,3.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,4792180.995475113
6300000,9000.0,3.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,1,5619398.75,5255732.631578947
6300000,6400.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,1,5619398.75,4792180.995475113
6293000,6600.0,3.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,5619398.75,3916640.0
6265000,6000.0,4.0,1.0,3,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,5619398.75,3916640.0
6230000,6600.0,3.0,2.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,3916640.0
6230000,5500.0,3.0,1.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,5619398.75,3916640.0
6195000,5500.0,3.0,2.0,4,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,4792180.995475113
6195000,6350.0,3.0,2.0,3,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,5255732.631578947
6195000,5500.0,3.0,2.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,5619398.75,5255732.631578947
6160000,4500.0,3.0,1.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,3916640.0
6160000,5450.0,4.0,2.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,4792180.995475113
6125000,6420.0,3.0,1.0,3,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,5619398.75,3916640.0
6107500,3240.0,4.0,1.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,4325595.574572127,4792180.995475113
6090000,6615.0,4.0,2.0,2,4826948.650442478,5529230.769230769,4399083.641618497,5060363.636363637,4107445.5040871934,1,4325595.574572127,4792180.995475113
6090000,6600.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,5619398.75,4792180.995475113
6090000,8372.0,3.0,1.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,3916640.0
6083000,4300.0,6.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,0,4325595.574572127,5255732.631578947
6083000,9620.0,3.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,5619398.75,5255732.631578947
6020000,6800.0,2.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,4325595.574572127,5255732.631578947
6020000,8000.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,2,5619398.75,4792180.995475113
6020000,6900.0,3.0,2.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,5619398.75,3916640.0
5950000,3700.0,4.0,1.0,2,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,5255732.631578947
5950000,6420.0,3.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,5255732.631578947
5950000,7020.0,3.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,2,5619398.75,4792180.995475113
5950000,6540.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,5619398.75,5255732.631578947
5950000,7231.0,3.0,1.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,4792180.995475113
5950000,6254.0,4.0,2.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,1,5619398.75,4792180.995475113
5950000,7320.0,4.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,0,4325595.574572127,5255732.631578947
5950000,6525.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,4325595.574572127,5255732.631578947
5943000,15600.0,3.0,1.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,4792180.995475113
5880000,7160.0,3.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,5619398.75,3916640.0
5880000,6500.0,3.0,2.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,3916640.0
5873000,5500.0,3.0,1.0,3,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
5873000,11460.0,3.0,1.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,2,5619398.75,4792180.995475113
5866000,4800.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,4325595.574572127,3916640.0
5810000,5828.0,4.0,1.0,4,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,4107445.5040871934,0,4325595.574572127,4792180.995475113
5810000,5200.0,3.0,1.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,4792180.995475113
5810000,4800.0,3.0,1.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,3916640.0
5803000,7000.0,3.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,5619398.75,4792180.995475113
5775000,6000.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,3916640.0
5740000,5400.0,4.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,3916640.0
5740000,4640.0,4.0,1.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,4325595.574572127,4792180.995475113
5740000,5000.0,3.0,1.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,4792180.995475113
5740000,6360.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,2,5619398.75,5255732.631578947
5740000,5800.0,3.0,2.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,3916640.0
5652500,6660.0,4.0,2.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,1,5619398.75,4792180.995475113
5600000,10500.0,4.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,4325595.574572127,4792180.995475113
5600000,4800.0,5.0,2.0,3,3398904.5454545454,4429991.872146118,5035046.4480874315,5060363.636363637,4107445.5040871934,0,4325595.574572127,3916640.0
5600000,4700.0,4.0,1.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,1,4325595.574572127,5255732.631578947
5600000,5000.0,3.0,1.0,4,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,0,4325595.574572127,5255732.631578947
5600000,10500.0,2.0,1.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,4325595.574572127,4792180.995475113
5600000,5500.0,3.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,4325595.574572127,4792180.995475113
5600000,6360.0,3.0,1.0,3,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,0,5619398.75,4792180.995475113
5600000,6600.0,4.0,2.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,5619398.75,4792180.995475113
5600000,5136.0,3.0,1.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,3916640.0
5565000,4400.0,4.0,1.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,5619398.75,4792180.995475113
5565000,5400.0,5.0,1.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,5255732.631578947
5530000,3300.0,3.0,3.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,4325595.574572127,4792180.995475113
5530000,3650.0,3.0,2.0,2,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,2,4325595.574572127,4792180.995475113
5530000,6100.0,3.0,2.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,2,5619398.75,5255732.631578947
5523000,6900.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,5619398.75,4792180.995475113
5495000,2817.0,4.0,2.0,2,3398904.5454545454,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,1,4325595.574572127,5255732.631578947
5495000,7980.0,3.0,1.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,2,4325595.574572127,4792180.995475113
5460000,3150.0,3.0,2.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,0,4325595.574572127,5255732.631578947
5460000,6210.0,4.0,1.0,4,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,5255732.631578947
5460000,6100.0,3.0,1.0,3,4826948.650442478,5529230.769230769,4399083.641618497,4599937.7514792895,5778172.469135802,0,5619398.75,4792180.995475113
5460000,6600.0,4.0,2.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,5619398.75,4792180.995475113
5425000,6825.0,3.0,1.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,0,5619398.75,4792180.995475113
5390000,6710.0,3.0,2.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,1,5619398.75,5255732.631578947
5383000,6450.0,3.0,2.0,1,4826948.650442478,5529230.769230769,5035046.4480874315,5060363.636363637,4107445.5040871934,0,4325595.574572127,3916640.0
5320000,7800.0,3.0,1.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,2,5619398.75,3916640.0
5285000,4600.0,2.0,2.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,2,4325595.574572127,4792180.995475113
5250000,4260.0,4.0,1.0,2,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,5778172.469135802,0,4325595.574572127,5255732.631578947
5250000,6540.0,4.0,2.0,2,3398904.5454545454,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,4325595.574572127,4792180.995475113
5250000,5500.0,3.0,2.0,1,4826948.650442478,4429991.872146118,5035046.4480874315,4599937.7514792895,4107445.5040871934,0,4325595.574572127,4792180.995475113
5250000,10269.0,3.0,1.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,4107445.5040871934,1,5619398.75,4792180.995475113
5250000,8400.0,3.0,1.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,5778172.469135802,2,5619398.75,3916640.0
5250000,5300.0,4.0,2.0,1,4826948.650442478,4429991.872146118,4399083.641618497,4599937.7514792895,5778172.469135802,0,5619398.75,3916640.0
5250000,3800.0,3.0,1.0,2,4826948.650442478,5529230.769230769,5035046.4480874315,4599937.7514792895,4107445.5040871934,1,5619398.75,3916640.0
