price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
1.0,0.49942594718714123,0.6666666666666666,,0.5,1,0,0,0,0,1.0,0,1
0.9523809523809523,0.338691159586682,0.6666666666666666,,0.5,1,1,2,1,0,1.0,1,1
0.9380952380952381,0.7347876004592423,0.6666666666666666,,0.0,1,2,2,0,1,0.5,1,0
0.9047619047619048,0.8295063145809415,0.6666666666666666,,0.0,1,1,1,0,0,0.5,1,1
0.8333333333333334,0.5625717566016073,0.6666666666666666,,0.5,1,1,2,0,1,0.0,2,0
0.7619047619047619,0.49942594718714123,0.6666666666666666,,0.5,1,1,1,0,1,0.5,1,2
0.7238095238095238,0.8300803673938002,0.3333333333333333,,0.0,1,1,1,0,1,0.5,1,1
0.6952380952380952,0.49942594718714123,0.6666666666666666,,0.0,1,1,1,0,1,0.5,1,0
0.6666666666666666,0.2743972445464983,0.6666666666666666,,0.5,1,1,2,1,0,0.5,1,0
0.6666666666666666,0.46498277841561425,0.6666666666666666,,0.0,1,2,2,0,1,1.0,2,0
0.6638095238095238,0.49942594718714123,0.6666666666666666,,0.5,1,1,1,1,0,0.5,2,1
0.6476190476190476,0.24225028702640644,0.6666666666666666,,0.5,1,1,1,1,0,1.0,1,1
0.6476190476190476,0.5763490241102182,0.6666666666666666,,1.0,1,1,2,0,0,0.0,2,2
0.6428571428571429,0.26521239954075776,0.6666666666666666,,0.0,1,1,2,0,0,1.0,1,1
0.6428571428571429,0.661308840413318,0.6666666666666666,,0.0,1,2,2,0,1,1.0,2,2
0.638095238095238,0.38461538461538464,0.6666666666666666,,0.5,1,1,1,0,1,0.0,1,1
0.6352380952380953,0.5855338691159586,0.3333333333333333,,0.0,1,2,2,0,0,1.0,2,0
0.6190476190476191,0.8438576349024111,0.6666666666666666,,0.0,1,1,2,0,0,0.5,2,0
0.6190476190476191,0.5453501722158438,0.6666666666666666,,0.0,1,2,2,0,1,0.5,2,1
0.6142857142857143,0.49942594718714123,1.0,,1.0,1,2,2,0,0,0.0,2,2
0.6095238095238096,0.44202066590126293,0.6666666666666666,,1.0,1,1,1,0,0,0.5,2,2
0.5952380952380952,0.547646383467279,0.6666666666666666,,1.0,1,1,2,0,0,0.0,2,2
0.5928571428571429,0.182548794489093,1.0,,1.0,1,1,1,0,0,0.5,1,1
0.5904761904761905,0.5683122847301951,0.6666666666666666,,0.0,1,2,2,0,0,1.0,2,1
0.5904761904761905,0.7717566016073478,0.6666666666666666,,1.0,1,1,1,0,1,1.0,1,2
0.5895238095238096,0.9150401836969001,0.6666666666666666,,0.0,1,1,2,0,0,1.0,2,0
0.580952380952381,0.5912743972445464,0.3333333333333333,,0.0,1,2,2,0,0,1.0,1,0
0.580952380952381,0.7290470723306545,0.6666666666666666,,0.0,1,2,2,0,1,1.0,2,1
0.5714285714285714,0.23536165327210104,1.0,,0.5,1,2,1,0,1,0.0,1,0
0.5714285714285714,0.547646383467279,0.6666666666666666,,0.0,1,1,2,0,1,0.0,2,0
0.5714285714285714,0.616532721010333,0.6666666666666666,,0.0,1,1,2,0,1,1.0,2,1
0.5714285714285714,0.5614236509758898,0.6666666666666666,,0.0,1,2,2,0,0,1.0,2,0
0.5714285714285714,0.6407577497129736,0.6666666666666666,,0.5,1,2,2,0,1,0.0,2,1
0.5619047619047619,0.6326061997703789,0.6666666666666666,,0.0,1,1,2,0,0,1.0,2,2
0.560952380952381,0.44202066590126293,0.6666666666666666,,1.0,1,2,1,0,1,0.5,1,0
0.56,0.3616532721010333,0.6666666666666666,,0.0,1,2,2,0,0,0.0,1,2
0.5523809523809524,0.40757749712973596,0.6666666666666666,,1.0,1,1,1,0,1,0.0,1,1
0.5523809523809524,0.3616532721010333,0.6666666666666666,,1.0,1,1,1,0,1,0.0,1,2
0.5514285714285714,0.6142365097588978,0.6666666666666666,,0.0,1,1,2,0,0,1.0,2,1
0.5428571428571428,0.34328358208955223,1.0,,0.5,1,1,1,0,0,0.5,1,1
0.5428571428571428,0.38461538461538464,0.6666666666666666,,1.0,1,1,1,0,1,0.0,1,1
0.5428571428571428,0.5407577497129736,0.6666666666666666,,0.0,1,2,2,0,1,1.0,2,0
0.5238095238095238,0.35017221584385766,1.0,,0.5,1,2,2,0,1,0.5,1,0
0.5238095238095238,0.5407577497129736,0.6666666666666666,,1.0,1,1,1,0,0,0.0,2,1
0.5238095238095238,0.4002296211251435,0.6666666666666666,,0.5,1,2,2,0,1,0.0,2,2
0.5190476190476191,0.3157290470723307,1.0,,0.5,1,1,1,0,1,1.0,2,1
0.5133333333333333,0.6027554535017221,0.6666666666666666,,0.0,1,2,2,0,0,0.0,2,1
0.5095238095238095,0.7267508610792193,0.6666666666666666,,0.0,1,1,1,0,0,1.0,1,1
0.5047619047619047,0.5109070034443168,0.6666666666666666,,1.0,1,2,1,0,1,0.0,2,1
0.5,0.5941446613088404,0.6666666666666666,,0.0,1,2,2,0,1,0.0,2,1
0.4857142857142857,0.7060849598163031,0.6666666666666666,,0.0,1,1,2,0,1,1.0,2,2
0.47619047619047616,0.29965556831228474,1.0,,0.5,1,1,2,0,1,0.0,1,0
0.47619047619047616,0.9895522388059701,0.6666666666666666,,0.0,1,1,1,0,0,0.5,2,1
0.47619047619047616,0.7749712973593571,0.6666666666666666,,0.5,1,2,2,0,1,1.0,2,2
0.47619047619047616,0.2468427095292767,0.6666666666666666,,0.5,1,2,2,0,0,0.5,2,2
0.47619047619047616,0.7887485648679678,0.6666666666666666,,0.0,1,1,1,0,1,1.0,1,0
